ncs_code;nom;noirceur%;saturation%;teinte;temperature;luminosite;clarte;is_neutre
S1005-R10B;Violet clair;10;5;R10B;chaud;mat;clair;0
S1005-R20B;Violet clair;10;5;R20B;chaud;mat;clair;0
S1005-R30B;Gris clair;10;5;R30B;chaud;mat;clair;0
S1005-R40B;Gris clair;10;5;R40B;chaud;mat;clair;0
S1005-Y;Beige coquille d’œuf;10;5;Y;chaud;mat;clair;0
S1005-Y10R;Beige coquille d’œuf;10;5;Y10R;chaud;mat;clair;0
S1005-Y20R;Beige coquille d’œuf;10;5;Y20R;chaud;mat;clair;0
S1005-Y30R;Beige gris;10;5;Y30R;chaud;mat;clair;0
S1005-Y40R;Beige gris;10;5;Y40R;chaud;mat;clair;0
S1005-Y50R;Beige gris;10;5;Y50R;chaud;mat;clair;0
S1005-Y60R;Beige gris;10;5;Y60R;chaud;mat;clair;0
S1005-Y70R;Beige rosé;10;5;Y70R;chaud;mat;clair;0
S1005-Y80R;Beige rosé;10;5;Y80R;chaud;mat;clair;0
S1005-Y90R;Vieux rose;10;5;Y90R;chaud;mat;clair;0
S1010-G50Y;Vert pâle;10;10;G50Y;chaud;mat;clair;0
S1010-G60Y;Vert beige;10;10;G60Y;chaud;mat;clair;0
S1010-G70Y;Vert beige;10;10;G70Y;chaud;mat;clair;0
S1010-G80Y;Vert beige;10;10;G80Y;chaud;mat;clair;0
S1010-G90Y;Ivoire clair;10;10;G90Y;chaud;mat;clair;0
S1010-R;Rose pâle;10;10;R;chaud;mat;clair;0
S1010-R10B;Rose pâle;10;10;R10B;chaud;mat;clair;0
S1010-R20B;Rose pâle;10;10;R20B;chaud;mat;clair;0
S1010-R30B;Rose pâle;10;10;R30B;chaud;mat;clair;0
S1010-R40B;Lilas;10;10;R40B;chaud;mat;clair;0
S1010-Y;Jaune beige;10;10;Y;chaud;mat;clair;0
S1010-Y10R;Jaune clair;10;10;Y10R;chaud;mat;clair;0
S1010-Y20R;Blanc perlé- Beige;10;10;Y20R;chaud;mat;clair;0
S1010-Y30R;Jaune rosé;10;10;Y30R;chaud;mat;clair;0
S1010-Y40R;Ivoire clair- Rose clair;10;10;Y40R;chaud;mat;clair;0
S1010-Y50R;Jaune rosé;10;10;Y50R;chaud;mat;clair;0
S1010-Y60R;Rose;10;10;Y60R;chaud;mat;clair;0
S1010-Y70R;Rose jaune;10;10;Y70R;chaud;mat;clair;0
S1010-Y80R;Rose beige clair;10;10;Y80R;chaud;mat;clair;0
S1010-Y90R;Rose jaune;10;10;Y90R;chaud;mat;clair;0
S1015-G60Y;Jaune vert;10;15;G60Y;chaud;mat;clair;0
S1015-G80Y;Jaune gris;10;15;G80Y;chaud;mat;clair;0
S1015-G90Y;Jaune clair;10;15;G90Y;chaud;mat;clair;0
S1015-R;Rose pastel;10;15;R;chaud;mat;clair;0
S1015-R10B;Rose clair;10;15;R10B;chaud;mat;clair;0
S1015-R20B;Lilas clair;10;15;R20B;chaud;mat;clair;0
S1015-R40B;Lilas pâle;10;15;R40B;chaud;mat;clair;0
S1015-Y;Jaune clair;10;15;Y;chaud;mat;clair;0
S1015-Y10R;Jaune beige;10;15;Y10R;chaud;mat;clair;0
S1015-Y20R;Jaune beige;10;15;Y20R;chaud;mat;clair;0
S1015-Y30R;Beige rosé;10;15;Y30R;chaud;mat;clair;0
S1015-Y40R;Saumon;10;15;Y40R;chaud;mat;clair;0
S1015-Y50R;Rose saumon;10;15;Y50R;chaud;mat;clair;0
S1015-Y60R;Saumon;10;15;Y60R;chaud;mat;clair;0
S1015-Y70R;Rose pastel;10;15;Y70R;chaud;mat;clair;0
S1015-Y80R;Vieux rose Clair;10;15;Y80R;chaud;mat;clair;0
S1015-Y90R;Rose;10;15;Y90R;chaud;mat;clair;0
S1020-G50Y;Vert jaune;10;20;G50Y;chaud;mat;clair;0
S1020-G60Y;Vert jaune;10;20;G60Y;chaud;mat;clair;0
S1020-G70Y;Vert jaune;10;20;G70Y;chaud;mat;clair;0
S1020-G80Y;Jaune clair;10;20;G80Y;chaud;mat;clair;0
S1020-G90Y;Jaune clair;10;20;G90Y;chaud;mat;clair;0
S1020-R;Rose;10;20;R;chaud;mat;clair;0
S1020-R10B;Rose;10;20;R10B;chaud;mat;clair;0
S1020-R20B;Rose bleuté;10;20;R20B;chaud;mat;clair;0
S1020-R30B;Rose;10;20;R30B;chaud;mat;clair;0
S1020-R40B;Bleu rosé;10;20;R40B;chaud;mat;clair;0
S1020-Y;Jaune pâle;10;20;Y;chaud;mat;clair;0
S1020-Y10R;Jaune beige;10;20;Y10R;chaud;mat;clair;0
S1020-Y20R;Ivoire;10;20;Y20R;chaud;mat;clair;0
S1020-Y30R;Jaune rouge;10;20;Y30R;chaud;mat;clair;0
S1020-Y40R;Beige;10;20;Y40R;chaud;mat;clair;0
S1020-Y50R;Jaune rouge;10;20;Y50R;chaud;mat;clair;0
S1020-Y60R;Beige rouge;10;20;Y60R;chaud;mat;clair;0
S1020-Y70R;Rose;10;20;Y70R;chaud;mat;clair;0
S1020-Y80R;Rose;10;20;Y80R;chaud;mat;clair;0
S1020-Y90R;Rose;10;20;Y90R;chaud;mat;clair;0
S1030-G50Y;Vert clair;10;30;G50Y;chaud;mat;clair;0
S1030-G60Y;Jaune;10;30;G60Y;chaud;mat;clair;0
S1030-G70Y;Jaune vert;10;30;G70Y;chaud;mat;clair;0
S1030-G80Y;Jaune;10;30;G80Y;chaud;mat;clair;0
S1030-G90Y;Jaune;10;30;G90Y;chaud;mat;clair;0
S1030-R;Rouge rosé;10;30;R;chaud;mat;clair;0
S1030-R10B;Rose orangé;10;30;R10B;chaud;mat;clair;0
S1030-R20B;Rose;10;30;R20B;chaud;mat;clair;0
S1030-R30B;Rose;10;30;R30B;chaud;mat;clair;0
S1030-R40B;Bleu rosé;10;30;R40B;chaud;mat;clair;0
S1030-Y;Jaune clair;10;30;Y;chaud;mat;clair;0
S1030-Y10R;Jaune moutarde;10;30;Y10R;chaud;mat;clair;0
S1030-Y20R;Beige oxyde;10;30;Y20R;chaud;mat;clair;0
S1030-Y30R;Jaune orange;10;30;Y30R;chaud;mat;clair;0
S1030-Y40R;Orange pâle;10;30;Y40R;chaud;mat;clair;0
S1030-Y50R;Orange;10;30;Y50R;chaud;mat;clair;0
S1030-Y60R;Orange clair;10;30;Y60R;chaud;mat;clair;0
S1030-Y70R;Orange;10;30;Y70R;chaud;mat;clair;0
S1030-Y80R;Rose saumon;10;30;Y80R;chaud;mat;clair;0
S1030-Y90R;Rose orangé;10;30;Y90R;chaud;mat;clair;0
S1040-G50Y;Vert clair;10;40;G50Y;chaud;mat;clair;0
S1040-G60Y;Vert moyen;10;40;G60Y;chaud;mat;clair;0
S1040-G70Y;Jaune clair;10;40;G70Y;chaud;mat;clair;0
S1040-G80Y;Jaune clair;10;40;G80Y;chaud;mat;clair;0
S1040-G90Y;Jaune clair;10;40;G90Y;chaud;mat;clair;0
S1040-R;Rose clair;10;40;R;chaud;mat;clair;0
S1040-R10B;Rose;10;40;R10B;chaud;mat;clair;0
S1040-R20B;Rose clair;10;40;R20B;chaud;mat;clair;0
S1040-R30B;Rose clair;10;40;R30B;chaud;mat;clair;0
S1040-R40B;Lilas;10;40;R40B;chaud;mat;clair;0
S1040-Y;Jaune;10;40;Y;chaud;mat;clair;0
S1040-Y10R;Jaune;10;40;Y10R;chaud;mat;clair;0
S1040-Y20R;Jaune de Chrome- Orange clair;10;40;Y20R;chaud;mat;clair;0
S1040-Y30R;Orange clair;10;40;Y30R;chaud;mat;clair;0
S1040-Y40R;Orange clair;10;40;Y40R;chaud;mat;clair;0
S1040-Y50R;Orange clair;10;40;Y50R;chaud;mat;clair;0
S1040-Y60R;Orange clair;10;40;Y60R;chaud;mat;clair;0
S1040-Y70R;Orange;10;40;Y70R;chaud;mat;clair;0
S1040-Y80R;Rose tendre;10;40;Y80R;chaud;mat;clair;0
S1040-Y90R;Rose pâle;10;40;Y90R;chaud;mat;clair;0
S1502-G50Y;Gris clair;15;2;G50Y;chaud;mat;clair;0
S1502-R;Gris clair;15;2;R;chaud;mat;clair;0
S1502-Y;Gris clair;15;2;Y;chaud;mat;clair;0
S1502-Y50R;Gris clair;15;2;Y50R;chaud;mat;clair;0
S1505-G80Y;Gris vert clair;15;5;G80Y;chaud;mat;clair;0
S1505-G90Y;Gris jaune clair;15;5;G90Y;chaud;mat;clair;0
S1505-R;Gris clair;15;5;R;chaud;mat;clair;0
S1505-Y;Gris beige;15;5;Y;chaud;mat;clair;0
S1505-Y10R;Gris beige clair;15;5;Y10R;chaud;mat;clair;0
S1505-Y20R;Gris beige;15;5;Y20R;chaud;mat;clair;0
S1505-Y30R;Gris beige clair;15;5;Y30R;chaud;mat;clair;0
S1505-Y40R;Gris clair;15;5;Y40R;chaud;mat;clair;0
S1505-Y50R;Gris clair;15;5;Y50R;chaud;mat;clair;0
S1505-Y60R;Gris rosé clair;15;5;Y60R;chaud;mat;clair;0
S1505-Y70R;Gris clair;15;5;Y70R;chaud;mat;clair;0
S1505-Y80R;Gris rougeâtre clair;15;5;Y80R;chaud;mat;clair;0
S1505-Y90R;Gris rougeâtre clair;15;5;Y90R;chaud;mat;clair;0
S1510-G60Y;Gris vert;15;10;G60Y;chaud;mat;clair;0
S1510-G80Y;Jaune gris;15;10;G80Y;chaud;mat;clair;0
S1510-G90Y;Jaune gris;15;10;G90Y;chaud;mat;clair;0
S1510-R;Gris rose clair;15;10;R;chaud;mat;clair;0
S1510-R10B;Gris rose clair;15;10;R10B;chaud;mat;clair;0
S1510-R20B;Gris lilas;15;10;R20B;chaud;mat;clair;0
S1510-R40B;Gris lilas;15;10;R40B;chaud;mat;clair;0
S1510-Y;Beige;15;10;Y;chaud;mat;clair;0
S1510-Y10R;Gris beige;15;10;Y10R;chaud;mat;clair;0
S1510-Y20R;Beige;15;10;Y20R;chaud;mat;clair;0
S1510-Y30R;Beige;15;10;Y30R;chaud;mat;clair;0
S1510-Y40R;Beige brun;15;10;Y40R;chaud;mat;clair;0
S1510-Y50R;Beige;15;10;Y50R;chaud;mat;clair;0
S1510-Y60R;Gris rose;15;10;Y60R;chaud;mat;clair;0
S1510-Y70R;Vieux rose;15;10;Y70R;chaud;mat;clair;0
S1510-Y80R;Vieux rose;15;10;Y80R;chaud;mat;clair;0
S1510-Y90R;Gris rose;15;10;Y90R;chaud;mat;clair;0
S1515-G60Y;Vert tilleul;15;15;G60Y;chaud;mat;clair;0
S1515-G80Y;Jaune gris;15;15;G80Y;chaud;mat;clair;0
S1515-G90Y;Jaune gris;15;15;G90Y;chaud;mat;clair;0
S1515-R;Vieux rose;15;15;R;chaud;mat;clair;0
S1515-R10B;Rose;15;15;R10B;chaud;mat;clair;0
S1515-R20B;Lilas clair;15;15;R20B;chaud;mat;clair;0
S1515-R40B;Lilas;15;15;R40B;chaud;mat;clair;0
S1515-Y;Jaune beige;15;15;Y;chaud;mat;clair;0
S1515-Y10R;Jaune beige;15;15;Y10R;chaud;mat;clair;0
S1515-Y20R;Beige brun;15;15;Y20R;chaud;mat;clair;0
S1515-Y30R;Beige brun;15;15;Y30R;chaud;mat;clair;0
S1515-Y40R;Beige brun;15;15;Y40R;chaud;mat;clair;0
S1515-Y50R;Beige rosé;15;15;Y50R;chaud;mat;clair;0
S1515-Y60R;Beige rosé;15;15;Y60R;chaud;mat;clair;0
S1515-Y70R;Vieux rose;15;15;Y70R;chaud;mat;clair;0
S1515-Y80R;Vieux rose;15;15;Y80R;chaud;mat;clair;0
S1515-Y90R;Vieux rose;15;15;Y90R;chaud;mat;clair;0
S2002-G50Y;Gris clair;20;2;G50Y;chaud;mat;clair;0
S2002-R;Gris clair;20;2;R;chaud;mat;clair;0
S2002-Y;Gris clair;20;2;Y;chaud;mat;clair;0
S2002-Y50R;Gris clair;20;2;Y50R;chaud;mat;clair;0
S2005-G50Y;Vert gris;20;5;G50Y;chaud;mat;clair;0
S2005-G60Y;Vert gris;20;5;G60Y;chaud;mat;clair;0
S2005-G70Y;Vert gris;20;5;G70Y;chaud;mat;clair;0
S2005-G80Y;Beige clair;20;5;G80Y;chaud;mat;clair;0
S2005-G90Y;Beige clair;20;5;G90Y;chaud;mat;clair;0
S2005-R;Gris violet;20;5;R;chaud;mat;clair;0
S2005-R10B;Gris violet;20;5;R10B;chaud;mat;clair;0
S2005-R20B;Gris violet;20;5;R20B;chaud;mat;clair;0
S2005-R30B;Gris;20;5;R30B;chaud;mat;clair;0
S2005-R40B;Gris;20;5;R40B;chaud;mat;clair;0
S2005-Y;Beige clair;20;5;Y;chaud;mat;clair;0
S2005-Y10R;Beige clair;20;5;Y10R;chaud;mat;clair;0
S2005-Y20R;Beige clair;20;5;Y20R;chaud;mat;clair;0
S2005-Y30R;Beige;20;5;Y30R;chaud;mat;clair;0
S2005-Y40R;Beige;20;5;Y40R;chaud;mat;clair;0
S2005-Y50R;Beige gris;20;5;Y50R;chaud;mat;clair;0
S2005-Y60R;Beige gris;20;5;Y60R;chaud;mat;clair;0
S2005-Y70R;Gris rougeâtre;20;5;Y70R;chaud;mat;clair;0
S2005-Y80R;Beige rouge;20;5;Y80R;chaud;mat;clair;0
S2005-Y90R;Gris rougeâtre;20;5;Y90R;chaud;mat;clair;0
S2010-G50Y;Vert jaune;20;10;G50Y;chaud;mat;clair;0
S2010-G60Y;Vert jaune;20;10;G60Y;chaud;mat;clair;0
S2010-G70Y;Vert jaune;20;10;G70Y;chaud;mat;clair;0
S2010-G80Y;Vert jaune;20;10;G80Y;chaud;mat;clair;0
S2010-G90Y;Vert jaune;20;10;G90Y;chaud;mat;clair;0
S2010-R;Rouge beige;20;10;R;chaud;mat;clair;0
S2010-R10B;Lilas pâle;20;10;R10B;chaud;mat;clair;0
S2010-R20B;Lilas pâle;20;10;R20B;chaud;mat;clair;0
S2010-R30B;Lilas pâle;20;10;R30B;chaud;mat;clair;0
S2010-R40B;Lilas pâle;20;10;R40B;chaud;mat;clair;0
S2010-Y;Vert beige;20;10;Y;chaud;mat;clair;0
S2010-Y10R;Gris beige;20;10;Y10R;chaud;mat;clair;0
S2010-Y20R;Ivoire- Gris beige;20;10;Y20R;chaud;mat;clair;0
S2010-Y30R;Beige clair;20;10;Y30R;chaud;mat;clair;0
S2010-Y40R;Beige;20;10;Y40R;chaud;mat;clair;0
S2010-Y50R;Gris beige;20;10;Y50R;chaud;mat;clair;0
S2010-Y60R;Beige rouge;20;10;Y60R;chaud;mat;clair;0
S2010-Y70R;Beige rosé;20;10;Y70R;chaud;mat;clair;0
S2010-Y80R;Beige rouge;20;10;Y80R;chaud;mat;clair;0
S2010-Y90R;Beige rosé;20;10;Y90R;chaud;mat;clair;0
S2020-G50Y;Vert clair;20;20;G50Y;chaud;mat;clair;0
S2020-G60Y;Vert clair;20;20;G60Y;chaud;mat;clair;0
S2020-G70Y;Olive;20;20;G70Y;chaud;mat;clair;0
S2020-G80Y;Vert gris;20;20;G80Y;chaud;mat;clair;0
S2020-G90Y;Olive;20;20;G90Y;chaud;mat;clair;0
S2020-R;Vieux rose;20;20;R;chaud;mat;clair;0
S2020-R10B;Rose beige;20;20;R10B;chaud;mat;clair;0
S2020-R20B;Rose beige;20;20;R20B;chaud;mat;clair;0
S2020-R30B;Lilas;20;20;R30B;chaud;mat;clair;0
S2020-R40B;Lilas;20;20;R40B;chaud;mat;clair;0
S2020-Y;Beige vert;20;20;Y;chaud;mat;clair;0
S2020-Y10R;Beige;20;20;Y10R;chaud;mat;clair;0
S2020-Y20R;Beige;20;20;Y20R;chaud;mat;clair;0
S2020-Y30R;Beige;20;20;Y30R;chaud;mat;clair;0
S2020-Y40R;Beige orange clair;20;20;Y40R;chaud;mat;clair;0
S2020-Y50R;Beige;20;20;Y50R;chaud;mat;clair;0
S2020-Y60R;Beige orangé;20;20;Y60R;chaud;mat;clair;0
S2020-Y70R;Beige rosé;20;20;Y70R;chaud;mat;clair;0
S2020-Y80R;Beige rouge;20;20;Y80R;chaud;mat;clair;0
S2020-Y90R;Beige rosé;20;20;Y90R;chaud;mat;clair;0
S2030-G50Y;Vert;20;30;G50Y;chaud;mat;clair;0
S2030-G60Y;Vert jaune;20;30;G60Y;chaud;mat;clair;0
S2030-G70Y;Vert jaune;20;30;G70Y;chaud;mat;clair;0
S2030-G80Y;Olive;20;30;G80Y;chaud;mat;clair;0
S2030-G90Y;Jaune vert;20;30;G90Y;chaud;mat;clair;0
S2030-R;Rouge rosé;20;30;R;chaud;mat;clair;0
S2030-R10B;Rose;20;30;R10B;chaud;mat;clair;0
S2030-R20B;Rose;20;30;R20B;chaud;mat;clair;0
S2030-R30B;Rose;20;30;R30B;chaud;mat;clair;0
S2030-R40B;Bleu rosé;20;30;R40B;chaud;mat;clair;0
S2030-Y;Jaune beige;20;30;Y;chaud;mat;clair;0
S2030-Y10R;Jaune sable;20;30;Y10R;chaud;mat;clair;0
S2030-Y20R;Beige brun;20;30;Y20R;chaud;mat;clair;0
S2030-Y30R;Jaune rouge;20;30;Y30R;chaud;mat;clair;0
S2030-Y40R;Beige orangé clair;20;30;Y40R;chaud;mat;clair;0
S2030-Y50R;Brun clair;20;30;Y50R;chaud;mat;clair;0
S2030-Y60R;Orange rouge;20;30;Y60R;chaud;mat;clair;0
S2030-Y70R;Rouge saumon;20;30;Y70R;chaud;mat;clair;0
S2030-Y80R;Orange rosé;20;30;Y80R;chaud;mat;clair;0
S2030-Y90R;Rose brun;20;30;Y90R;chaud;mat;clair;0
S2040-G50Y;Vert;20;40;G50Y;chaud;mat;clair;0
S2040-G60Y;Vert;20;40;G60Y;chaud;mat;clair;0
S2040-G70Y;Vert;20;40;G70Y;chaud;mat;clair;0
S2040-G80Y;Beige vert;20;40;G80Y;chaud;mat;clair;0
S2040-G90Y;Beige vert;20;40;G90Y;chaud;mat;clair;0
S2040-R;Rose;20;40;R;chaud;mat;clair;0
S2040-R10B;Rose;20;40;R10B;chaud;mat;clair;0
S2040-R20B;Rose;20;40;R20B;chaud;mat;clair;0
S2040-R30B;Rose foncé;20;40;R30B;chaud;mat;clair;0
S2040-R40B;Lilas;20;40;R40B;chaud;mat;clair;0
S2040-Y;Jaune vert;20;40;Y;chaud;mat;clair;0
S2040-Y10R;Jaune brun;20;40;Y10R;chaud;mat;clair;0
S2040-Y20R;Jaune ocre;20;40;Y20R;chaud;mat;clair;0
S2040-Y30R;Brun clair;20;40;Y30R;chaud;mat;clair;0
S2040-Y40R;Beige orange;20;40;Y40R;chaud;mat;clair;0
S2040-Y50R;Brun clair;20;40;Y50R;chaud;mat;clair;0
S2040-Y60R;Rouge orangé;20;40;Y60R;chaud;mat;clair;0
S2040-Y70R;Rouge orangé;20;40;Y70R;chaud;mat;clair;0
S2040-Y80R;Brun rosé;20;40;Y80R;chaud;mat;clair;0
S2040-Y90R;Rose foncé;20;40;Y90R;chaud;mat;clair;0
S2502-R;Gris rougeâtre;25;2;R;chaud;mat;clair;0
S2502-Y;Gris;25;2;Y;chaud;mat;clair;0
S3050-G50Y;Vert;30;50;G50Y;chaud;lumineux;foncé;0
S3050-G60Y;Vert;30;50;G60Y;chaud;lumineux;foncé;0
S3050-G70Y;Vert;30;50;G70Y;chaud;lumineux;foncé;0
S3050-G80Y;Vert;30;50;G80Y;chaud;lumineux;foncé;0
S3050-G90Y;Vert;30;50;G90Y;chaud;lumineux;foncé;0
S3050-R;Rouge;30;50;R;chaud;lumineux;foncé;0
S3050-R10B;Rouge;30;50;R10B;chaud;lumineux;foncé;0
S3050-R20B;Violet clair;30;50;R20B;chaud;lumineux;foncé;0
S3050-R30B;Violet;30;50;R30B;chaud;lumineux;foncé;0
S3050-R40B;Violet;30;50;R40B;chaud;lumineux;foncé;0
S3050-Y;Jaune brun;30;50;Y;chaud;lumineux;foncé;0
S3050-Y10R;Jaune brun;30;50;Y10R;chaud;lumineux;foncé;0
S3050-Y20R;Brun clair;30;50;Y20R;chaud;lumineux;foncé;0
S3050-Y30R;Brun clair;30;50;Y30R;chaud;lumineux;foncé;0
S3050-Y40R;Beige brun- Brun clair;30;50;Y40R;chaud;lumineux;foncé;0
S3050-Y50R;Brun clair;30;50;Y50R;chaud;lumineux;foncé;0
S3050-Y60R;Brun;30;50;Y60R;chaud;lumineux;foncé;0
S3050-Y70R;Rouge brun;30;50;Y70R;chaud;lumineux;foncé;0
S3050-Y80R;Brun rouge;30;50;Y80R;chaud;lumineux;foncé;0
S3050-Y90R;Rouge;30;50;Y90R;chaud;lumineux;foncé;0
S3055-R30B;Lilas;30;55;R30B;chaud;lumineux;foncé;0
S3055-R40B;Lilas;30;55;R40B;chaud;lumineux;foncé;0
S3060-G50Y;Vert;30;60;G50Y;chaud;lumineux;foncé;0
S3060-G60Y;Vert;30;60;G60Y;chaud;lumineux;foncé;0
S3060-G70Y;Vert;30;60;G70Y;chaud;lumineux;foncé;0
S3060-G80Y;Vert;30;60;G80Y;chaud;lumineux;foncé;0
S3060-G90Y;Jaune brun;30;60;G90Y;chaud;lumineux;foncé;0
S3060-R;Rouge;30;60;R;chaud;lumineux;foncé;0
S3060-R10B;Rouge;30;60;R10B;chaud;lumineux;foncé;0
S3060-R20B;Rose foncé;30;60;R20B;chaud;lumineux;foncé;0
S3060-Y;Brun jaune;30;60;Y;chaud;lumineux;foncé;0
S3060-Y10R;Brun clair;30;60;Y10R;chaud;lumineux;foncé;0
S3060-Y20R;Jaune brun;30;60;Y20R;chaud;lumineux;foncé;0
S3060-Y30R;Brun orangé;30;60;Y30R;chaud;lumineux;foncé;0
S3060-Y40R;Brun clair;30;60;Y40R;chaud;lumineux;foncé;0
S3060-Y50R;Ocre brun – Brun orangé;30;60;Y50R;chaud;lumineux;foncé;0
S3060-Y60R;Rouge brun;30;60;Y60R;chaud;lumineux;foncé;0
S3060-Y70R;Brun clair;30;60;Y70R;chaud;lumineux;foncé;0
S3060-Y80R;Rouge brun;30;60;Y80R;chaud;lumineux;foncé;0
S3060-Y90R;Rouge;30;60;Y90R;chaud;lumineux;foncé;0
S3065-G50Y;Vert clair;30;65;G50Y;chaud;lumineux;foncé;0
S3065-G60Y;Vert;30;65;G60Y;chaud;lumineux;foncé;0
S3065-Y20R;Jaune brun;30;65;Y20R;chaud;lumineux;foncé;0
S3560-G50Y;Vert;35;60;G50Y;chaud;lumineux;foncé;0
S3560-G60Y;Vert;35;60;G60Y;chaud;lumineux;foncé;0
S3560-G70Y;Vert;35;60;G70Y;chaud;lumineux;foncé;0
S3560-R;Rouge;35;60;R;chaud;lumineux;foncé;0
S3560-Y;Brun vert;35;60;Y;chaud;lumineux;foncé;0
S3560-Y20R;Brun;35;60;Y20R;chaud;lumineux;foncé;0
S3560-Y30R;Brun;35;60;Y30R;chaud;lumineux;foncé;0
S3560-Y40R;Brun;35;60;Y40R;chaud;lumineux;foncé;0
S3560-Y50R;Orange brun;35;60;Y50R;chaud;lumineux;foncé;0
S3560-Y60R;Rouge brun;35;60;Y60R;chaud;lumineux;foncé;0
S3560-Y70R;Rouge brun;35;60;Y70R;chaud;lumineux;foncé;0
S3560-Y80R;Rouge brun;35;60;Y80R;chaud;lumineux;foncé;0
S3560-Y90R;Rouge;35;60;Y90R;chaud;lumineux;foncé;0
S4050-G50Y;Vert;40;50;G50Y;chaud;lumineux;foncé;0
S4050-G60Y;Vert;40;50;G60Y;chaud;lumineux;foncé;0
S4050-G70Y;Vert;40;50;G70Y;chaud;lumineux;foncé;0
S4050-G80Y;Vert;40;50;G80Y;chaud;lumineux;foncé;0
S4050-G90Y;Brun;40;50;G90Y;chaud;lumineux;foncé;0
S4050-R;Rouge;40;50;R;chaud;lumineux;foncé;0
S4050-R10B;Bordeau;40;50;R10B;chaud;lumineux;foncé;0
S4050-R20B;Violet;40;50;R20B;chaud;lumineux;foncé;0
S4050-R30B;Violet;40;50;R30B;chaud;lumineux;foncé;0
S4050-R40B;Violet;40;50;R40B;chaud;lumineux;foncé;0
S4050-Y;Jaune brun;40;50;Y;chaud;lumineux;foncé;0
S4050-Y10R;Brun;40;50;Y10R;chaud;lumineux;foncé;0
S4050-Y20R;Brun;40;50;Y20R;chaud;lumineux;foncé;0
S4050-Y30R;Brun;40;50;Y30R;chaud;lumineux;foncé;0
S4050-Y40R;Brun;40;50;Y40R;chaud;lumineux;foncé;0
S4050-Y50R;Brun;40;50;Y50R;chaud;lumineux;foncé;0
S4050-Y60R;Brun;40;50;Y60R;chaud;lumineux;foncé;0
S4050-Y70R;Brun;40;50;Y70R;chaud;lumineux;foncé;0
S4050-Y80R;Brun rouge;40;50;Y80R;chaud;lumineux;foncé;0
S4050-Y90R;Brun rouge;40;50;Y90R;chaud;lumineux;foncé;0
S4055-Y10R;Brun;40;55;Y10R;chaud;lumineux;foncé;0
S4550-G50Y;Vert;45;50;G50Y;chaud;lumineux;foncé;0
S4550-G60Y;Vert;45;50;G60Y;chaud;lumineux;foncé;0
S4550-G70Y;Vert;45;50;G70Y;chaud;lumineux;foncé;0
S4550-Y;Vert olive;45;50;Y;chaud;lumineux;foncé;0
S4550-Y30R;Brun;45;50;Y30R;chaud;lumineux;foncé;0
S4550-Y40R;Brun;45;50;Y40R;chaud;lumineux;foncé;0
S4550-Y50R;Brun;45;50;Y50R;chaud;lumineux;foncé;0
S4550-Y60R;Brun;45;50;Y60R;chaud;lumineux;foncé;0
S4550-Y70R;Brun rouge;45;50;Y70R;chaud;lumineux;foncé;0
S4550-Y80R;Rouge brun;45;50;Y80R;chaud;lumineux;foncé;0
S4550-Y90R;Rouge brun;45;50;Y90R;chaud;lumineux;foncé;0
S3005-G50Y;Gris vert;30;5;G50Y;chaud;mat;foncé;0
S3005-G80Y;Gris beige;30;5;G80Y;chaud;mat;foncé;0
S3005-R20B;Gris violet;30;5;R20B;chaud;mat;foncé;0
S3005-Y20R;Beige brun;30;5;Y20R;chaud;mat;foncé;0
S3005-Y50R;Beige gris;30;5;Y50R;chaud;mat;foncé;0
S3005-Y80R;Gris rouge;30;5;Y80R;chaud;mat;foncé;0
S3010-G50Y;Gris vert;30;10;G50Y;chaud;mat;foncé;0
S3010-G60Y;Gris vert;30;10;G60Y;chaud;mat;foncé;0
S3010-G70Y;Olive;30;10;G70Y;chaud;mat;foncé;0
S3010-G80Y;Olive;30;10;G80Y;chaud;mat;foncé;0
S3010-G90Y;Olive;30;10;G90Y;chaud;mat;foncé;0
S3010-R;Gris rosé;30;10;R;chaud;mat;foncé;0
S3010-R10B;Beige rouge;30;10;R10B;chaud;mat;foncé;0
S3010-R20B;Beige rouge;30;10;R20B;chaud;mat;foncé;0
S3010-R30B;Lilas pâle;30;10;R30B;chaud;mat;foncé;0
S3010-R40B;Lilas pâle;30;10;R40B;chaud;mat;foncé;0
S3010-Y;Beige;30;10;Y;chaud;mat;foncé;0
S3010-Y10R;Beige foncé;30;10;Y10R;chaud;mat;foncé;0
S3010-Y20R;Beige;30;10;Y20R;chaud;mat;foncé;0
S3010-Y30R;Beige foncé;30;10;Y30R;chaud;mat;foncé;0
S3010-Y40R;Brun beige;30;10;Y40R;chaud;mat;foncé;0
S3010-Y50R;Beige foncé;30;10;Y50R;chaud;mat;foncé;0
S3010-Y60R;Beige;30;10;Y60R;chaud;mat;foncé;0
S3010-Y70R;Beige rouge;30;10;Y70R;chaud;mat;foncé;0
S3010-Y80R;Beige brun;30;10;Y80R;chaud;mat;foncé;0
S3010-Y90R;Beige rouge;30;10;Y90R;chaud;mat;foncé;0
S3020-G50Y;Vert;30;20;G50Y;chaud;mat;foncé;0
S3020-G60Y;Vert;30;20;G60Y;chaud;mat;foncé;0
S3020-G70Y;Olive;30;20;G70Y;chaud;mat;foncé;0
S3020-G80Y;Olive;30;20;G80Y;chaud;mat;foncé;0
S3020-G90Y;Olive;30;20;G90Y;chaud;mat;foncé;0
