ncs_code;nom;noirceur%;saturation%;teinte;temperature;luminosite;clarte;is_neutre
S2050-G10Y;Vert;20;50;G10Y;froid;lumineux;clair;0
S2050-G20Y;Vert;20;50;G20Y;froid;lumineux;clair;0
S2050-G30Y;Vert;20;50;G30Y;froid;lumineux;clair;0
S2050-G40Y;Vert;20;50;G40Y;froid;lumineux;clair;0
S2050-R50B;Lilas;20;50;R50B;froid;lumineux;clair;0
S2050-R60B;Lilas;20;50;R60B;froid;lumineux;clair;0
S2050-R70B;Bleu clair;20;50;R70B;froid;lumineux;clair;0
S2050-R80B;Bleu clair;20;50;R80B;froid;lumineux;clair;0
S2050-R90B;Bleu clair;20;50;R90B;froid;lumineux;clair;0
S2055-B10G;Bleu Clair;20;55;B10G;froid;lumineux;clair;0
S2060-B;Bleu clair;20;60;B;froid;lumineux;clair;0
S2060-B50G;Vert;20;60;B50G;froid;lumineux;clair;0
S2060-B70G;Vert;20;60;B70G;froid;lumineux;clair;0
S2060-B90G;Vert;20;60;B90G;froid;lumineux;clair;0
S2060-G;Vert;20;60;G;froid;lumineux;clair;0
S2060-G10Y;Vert;20;60;G10Y;froid;lumineux;clair;0
S2060-G20Y;Vert;20;60;G20Y;froid;lumineux;clair;0
S2060-G30Y;Vert;20;60;G30Y;froid;lumineux;clair;0
S2060-G40Y;Vert clair;20;60;G40Y;froid;lumineux;clair;0
S2060-R70B;Bleu violet;20;60;R70B;froid;lumineux;clair;0
S2060-R80B;Bleu clair;20;60;R80B;froid;lumineux;clair;0
S2060-R90B;Bleu clair;20;60;R90B;froid;lumineux;clair;0
S2065-B;Bleu;20;65;B;froid;lumineux;clair;0
S2065-R90B;Bleu;20;65;R90B;froid;lumineux;clair;0
S2070-G10Y;Vert;20;70;G10Y;froid;lumineux;clair;0
S2070-G20Y;Vert;20;70;G20Y;froid;lumineux;clair;0
S2070-G30Y;Vert;20;70;G30Y;froid;lumineux;clair;0
S2070-G40Y;Vert;20;70;G40Y;froid;lumineux;clair;0
S2075-G20Y;Vert;20;75;G20Y;froid;lumineux;clair;0
S2075-G30Y;Vert;20;75;G30Y;froid;lumineux;clair;0
S2555-B20G;Bleu;25;55;B20G;froid;lumineux;clair;0
S2555-B30G;Bleu;25;55;B30G;froid;lumineux;clair;0
S2555-B40G;Vert;25;55;B40G;froid;lumineux;clair;0
S2555-B60G;Vert;25;55;B60G;froid;lumineux;clair;0
S2555-B80G;Vert;25;55;B80G;froid;lumineux;clair;0
S2565-G;Vert;25;65;G;froid;lumineux;clair;0
S2565-R80B;Bleu;25;65;R80B;froid;lumineux;clair;0
S2570-G20Y;Vert;25;70;G20Y;froid;lumineux;clair;0
S2570-G30Y;Vert;25;70;G30Y;froid;lumineux;clair;0
S0502-B;Blanc bleui;5;2;B;froid;mat;clair;0
S0502-B50G;Blanc bleui;5;2;B50G;froid;mat;clair;0
S0502-G;Blanc verdâtre;5;2;G;froid;mat;clair;0
S0502-R50B;Blanc gris;5;2;R50B;froid;mat;clair;0
S0505-B;Blanc bleuté;5;5;B;froid;mat;clair;0
S0505-B20G;Vert pastel;5;5;B20G;froid;mat;clair;0
S0505-B50G;Gris blanc;5;5;B50G;froid;mat;clair;0
S0505-B80G;Blanc bleuté;5;5;B80G;froid;mat;clair;0
S0505-G;Vert pâle;5;5;G;froid;mat;clair;0
S0505-G10Y;Vert pâle;5;5;G10Y;froid;mat;clair;0
S0505-G20Y;Vert clair;5;5;G20Y;froid;mat;clair;0
S0505-G30Y;Vert pâle;5;5;G30Y;froid;mat;clair;0
S0505-G40Y;Jaune pâle;5;5;G40Y;froid;mat;clair;0
S0505-R50B;Gris clair;5;5;R50B;froid;mat;clair;0
S0505-R60B;Blanc bleuté;5;5;R60B;froid;mat;clair;0
S0505-R70B;Blanc bleuté;5;5;R70B;froid;mat;clair;0
S0505-R80B;Blanc bleuté;5;5;R80B;froid;mat;clair;0
S0505-R90B;Blanc bleuté;5;5;R90B;froid;mat;clair;0
S0507-B;Bleu pâle;5;7;B;froid;mat;clair;0
S0507-B20G;Turquoise pâle;5;7;B20G;froid;mat;clair;0
S0507-B80G;Vert pâle;5;7;B80G;froid;mat;clair;0
S0507-G;Vert pâle;5;7;G;froid;mat;clair;0
S0507-G40Y;Jaune vert pâle;5;7;G40Y;froid;mat;clair;0
S0507-R60B;Gris clair;5;7;R60B;froid;mat;clair;0
S0507-R80B;Bleu pâle;5;7;R80B;froid;mat;clair;0
S0510-B;Bleu clair;5;10;B;froid;mat;clair;0
S0510-B10G;Bleu clair;5;10;B10G;froid;mat;clair;0
S0510-B30G;Bleu clair;5;10;B30G;froid;mat;clair;0
S0510-B50G;Bleu vert;5;10;B50G;froid;mat;clair;0
S0510-B70G;Vert pastel;5;10;B70G;froid;mat;clair;0
S0510-B90G;Vert pastel;5;10;B90G;froid;mat;clair;0
S0510-G;Vert clair;5;10;G;froid;mat;clair;0
S0510-G10Y;Vert pâle;5;10;G10Y;froid;mat;clair;0
S0510-G20Y;Vert clair;5;10;G20Y;froid;mat;clair;0
S0510-G30Y;Vert pâle;5;10;G30Y;froid;mat;clair;0
S0510-G40Y;Vert blanc;5;10;G40Y;froid;mat;clair;0
S0510-R50B;Gris rosé;5;10;R50B;froid;mat;clair;0
S0510-R60B;Gris rose;5;10;R60B;froid;mat;clair;0
S0510-R70B;Gris pâle;5;10;R70B;froid;mat;clair;0
S0510-R80B;Bleu clair;5;10;R80B;froid;mat;clair;0
S0510-R90B;Bleu clair;5;10;R90B;froid;mat;clair;0
S0515-B;Bleu pastel;5;15;B;froid;mat;clair;0
S0515-B20G;Turquoise clair;5;15;B20G;froid;mat;clair;0
S0515-B50G;Turquoise pâle;5;15;B50G;froid;mat;clair;0
S0515-B80G;Vert pâle;5;15;B80G;froid;mat;clair;0
S0515-G;Vert pâle;5;15;G;froid;mat;clair;0
S0515-G20Y;Vert tilleul clair;5;15;G20Y;froid;mat;clair;0
S0515-G40Y;Jaune vert clair;5;15;G40Y;froid;mat;clair;0
S0515-R60B;Lilas pâle;5;15;R60B;froid;mat;clair;0
S0515-R80B;Bleu pastel;5;15;R80B;froid;mat;clair;0
S0515-R90B;Bleu clair;5;15;R90B;froid;mat;clair;0
S0520-B;Bleu clair;5;20;B;froid;mat;clair;0
S0520-B10G;Bleu clair;5;20;B10G;froid;mat;clair;0
S0520-B30G;Bleu vert;5;20;B30G;froid;mat;clair;0
S0520-B40G;Turquoise clair;5;20;B40G;froid;mat;clair;0
S0520-B50G;Bleu vert;5;20;B50G;froid;mat;clair;0
S0520-B60G;Turquoise clair;5;20;B60G;froid;mat;clair;0
S0520-B70G;Menthe;5;20;B70G;froid;mat;clair;0
S0520-B90G;Menthe;5;20;B90G;froid;mat;clair;0
S0520-G;Vert pâle;5;20;G;froid;mat;clair;0
S0520-G10Y;Vert pâle;5;20;G10Y;froid;mat;clair;0
S0520-G20Y;Vert Pâle;5;20;G20Y;froid;mat;clair;0
S0520-G30Y;Vert pâle;5;20;G30Y;froid;mat;clair;0
S0520-G40Y;Vert pâle;5;20;G40Y;froid;mat;clair;0
S0520-R50B;Rose;5;20;R50B;froid;mat;clair;0
S0520-R60B;Rose gris;5;20;R60B;froid;mat;clair;0
S0520-R70B;Bleu clair;5;20;R70B;froid;mat;clair;0
S0520-R80B;Bleu clair;5;20;R80B;froid;mat;clair;0
S0520-R90B;Bleu clair;5;20;R90B;froid;mat;clair;0
S0525-R60B;Violet clair;5;25;R60B;froid;mat;clair;0
S0525-R70B;Bleu Clair;5;25;R70B;froid;mat;clair;0
S0530-B;Bleu clair;5;30;B;froid;mat;clair;0
S0530-B10G;Bleu clair;5;30;B10G;froid;mat;clair;0
S0530-B30G;Bleu vert;5;30;B30G;froid;mat;clair;0
S0530-B40G;Turquoise;5;30;B40G;froid;mat;clair;0
S0530-B50G;Menthe;5;30;B50G;froid;mat;clair;0
S0530-B60G;Turquoise;5;30;B60G;froid;mat;clair;0
S0530-B70G;Menthe;5;30;B70G;froid;mat;clair;0
S0530-B90G;Vert clair;5;30;B90G;froid;mat;clair;0
S0530-G;Vert pastel;5;30;G;froid;mat;clair;0
S0530-G10Y;Vert pastel;5;30;G10Y;froid;mat;clair;0
S0530-G20Y;Vert pâle;5;30;G20Y;froid;mat;clair;0
S0530-G30Y;Vert pâle;5;30;G30Y;froid;mat;clair;0
S0530-G40Y;Vert pâle;5;30;G40Y;froid;mat;clair;0
S0530-R50B;Rose;5;30;R50B;froid;mat;clair;0
S0530-R80B;Bleu azur;5;30;R80B;froid;mat;clair;0
S0530-R90B;Bleu;5;30;R90B;froid;mat;clair;0
S0540-B;Bleu clair;5;40;B;froid;mat;clair;0
S0540-B10G;Bleu clair;5;40;B10G;froid;mat;clair;0
S0540-B30G;Turquoise;5;40;B30G;froid;mat;clair;0
S0540-G;Vert;5;40;G;froid;mat;clair;0
S0540-G10Y;Vert;5;40;G10Y;froid;mat;clair;0
S0540-G20Y;Vert pâle;5;40;G20Y;froid;mat;clair;0
S0540-G30Y;Vert clair;5;40;G30Y;froid;mat;clair;0
S0540-G40Y;Vert clair;5;40;G40Y;froid;mat;clair;0
S0540-R90B;Bleu;5;40;R90B;froid;mat;clair;0
S0603-G40Y;Vert pâle;6;3;G40Y;froid;mat;clair;0
S0603-R60B;Gris clair;6;3;R60B;froid;mat;clair;0
S0603-R80B;Gris clair;6;3;R80B;froid;mat;clair;0
S0804-B50G;Turquoise pâle;8;4;B50G;froid;mat;clair;0
S0804-G20Y;Vert pâle;8;4;G20Y;froid;mat;clair;0
S0804-R50B;Gris clair;8;4;R50B;froid;mat;clair;0
S0804-R70B;Gris clair;8;4;R70B;froid;mat;clair;0
S0804-R90B;Gris clair;8;4;R90B;froid;mat;clair;0
S0907-B20G;Turquoise pâle;9;7;B20G;froid;mat;clair;0
S0907-B80G;Vert pâle;9;7;B80G;froid;mat;clair;0
S0907-G20Y;Vert pâle;9;7;G20Y;froid;mat;clair;0
S0907-R50B;Lilas pâle;9;7;R50B;froid;mat;clair;0
S0907-R70B;Bleu gris clair;9;7;R70B;froid;mat;clair;0
S0907-R90B;Bleu pâle;9;7;R90B;froid;mat;clair;0
S1002-B;Gris clair;10;2;B;froid;mat;clair;0
S1002-B50G;Gris clair;10;2;B50G;froid;mat;clair;0
S1002-G;Gris clair;10;2;G;froid;mat;clair;0
S1002-R50B;Gris clair;10;2;R50B;froid;mat;clair;0
S1005-B;Bleu clair;10;5;B;froid;mat;clair;0
S1005-B20G;Bleu clair;10;5;B20G;froid;mat;clair;0
S1005-B50G;Bleu gris;10;5;B50G;froid;mat;clair;0
S1005-B80G;Gris bleu;10;5;B80G;froid;mat;clair;0
S1005-G;Gris;10;5;G;froid;mat;clair;0
S1005-G10Y;Gris;10;5;G10Y;froid;mat;clair;0
S1005-G20Y;Beige vert;10;5;G20Y;froid;mat;clair;0
S1005-G30Y;Gris clair;10;5;G30Y;froid;mat;clair;0
S1005-G40Y;Gris clair;10;5;G40Y;froid;mat;clair;0
S1005-R50B;Gris clair;10;5;R50B;froid;mat;clair;0
S1005-R60B;Gris clair;10;5;R60B;froid;mat;clair;0
S1005-R70B;Gris clair;10;5;R70B;froid;mat;clair;0
S1005-R80B;Blanc bleui;10;5;R80B;froid;mat;clair;0
S1005-R90B;Blanc bleui;10;5;R90B;froid;mat;clair;0
S1010-B;Bleu clair;10;10;B;froid;mat;clair;0
S1010-B10G;Bleu pâle;10;10;B10G;froid;mat;clair;0
S1010-B30G;Bleu pâle;10;10;B30G;froid;mat;clair;0
S1010-B50G;Bleu pâle;10;10;B50G;froid;mat;clair;0
S1010-B70G;Bleu pâle;10;10;B70G;froid;mat;clair;0
S1010-B90G;Vert pâle;10;10;B90G;froid;mat;clair;0
S1010-G;Vert pâle;10;10;G;froid;mat;clair;0
S1010-G10Y;Vert pâle;10;10;G10Y;froid;mat;clair;0
S1010-G20Y;Vert pâle;10;10;G20Y;froid;mat;clair;0
S1010-G30Y;Vert pâle;10;10;G30Y;froid;mat;clair;0
S1010-G40Y;Vert pâle;10;10;G40Y;froid;mat;clair;0
S1010-R50B;Lilas;10;10;R50B;froid;mat;clair;0
S1010-R60B;Bleu rosé;10;10;R60B;froid;mat;clair;0
S1010-R70B;Bleu rosé;10;10;R70B;froid;mat;clair;0
S1010-R80B;Bleu clair;10;10;R80B;froid;mat;clair;0
S1010-R90B;Bleu clair;10;10;R90B;froid;mat;clair;0
S1015-B;Bleu clair;10;15;B;froid;mat;clair;0
S1015-B20G;Bleu vert clair;10;15;B20G;froid;mat;clair;0
S1015-B50G;Turquoise pastel;10;15;B50G;froid;mat;clair;0
S1015-B80G;Vert pâle;10;15;B80G;froid;mat;clair;0
S1015-G;Vert pastel;10;15;G;froid;mat;clair;0
S1015-G20Y;Vert clair;10;15;G20Y;froid;mat;clair;0
S1015-G40Y;Vert tilleul clair;10;15;G40Y;froid;mat;clair;0
S1015-R60B;Lilas clair;10;15;R60B;froid;mat;clair;0
S1015-R80B;Bleu clair;10;15;R80B;froid;mat;clair;0
S1015-R90B;Gris bleu clair;10;15;R90B;froid;mat;clair;0
S1020-B;Bleu clair;10;20;B;froid;mat;clair;0
S1020-B10G;Bleu clair;10;20;B10G;froid;mat;clair;0
S1020-B30G;Bleu clair;10;20;B30G;froid;mat;clair;0
S1020-B40G;Turquoise clair;10;20;B40G;froid;mat;clair;0
S1020-B50G;Bleu clair;10;20;B50G;froid;mat;clair;0
S1020-B60G;Turquoise clair;10;20;B60G;froid;mat;clair;0
S1020-B70G;Vert pastel;10;20;B70G;froid;mat;clair;0
S1020-B90G;Vert pâle;10;20;B90G;froid;mat;clair;0
S1020-G;Vert pâle;10;20;G;froid;mat;clair;0
S1020-G10Y;Vert pâle;10;20;G10Y;froid;mat;clair;0
S1020-G20Y;Vert blanc;10;20;G20Y;froid;mat;clair;0
S1020-G30Y;Vert pâle;10;20;G30Y;froid;mat;clair;0
S1020-G40Y;Vert pâle;10;20;G40Y;froid;mat;clair;0
S1020-R50B;Bleu rosé;10;20;R50B;froid;mat;clair;0
S1020-R60B;Rose bleuté;10;20;R60B;froid;mat;clair;0
S1020-R70B;Bleu clair;10;20;R70B;froid;mat;clair;0
S1020-R80B;Bleu pastel;10;20;R80B;froid;mat;clair;0
S1020-R90B;Bleu clair;10;20;R90B;froid;mat;clair;0
S1030-B;Bleu clair;10;30;B;froid;mat;clair;0
S1030-B10G;Bleu clair;10;30;B10G;froid;mat;clair;0
S1030-B30G;Bleu clair;10;30;B30G;froid;mat;clair;0
S1030-B40G;Turquoise;10;30;B40G;froid;mat;clair;0
S1030-B50G;Turquoise;10;30;B50G;froid;mat;clair;0
S1030-B60G;Turquoise;10;30;B60G;froid;mat;clair;0
S1030-B70G;Turquoise;10;30;B70G;froid;mat;clair;0
S1030-B90G;Vert clair;10;30;B90G;froid;mat;clair;0
S1030-G;Vert clair;10;30;G;froid;mat;clair;0
S1030-G10Y;Vert clair;10;30;G10Y;froid;mat;clair;0
S1030-G20Y;Vert clair;10;30;G20Y;froid;mat;clair;0
S1030-G30Y;Vert clair;10;30;G30Y;froid;mat;clair;0
S1030-G40Y;Vert clair;10;30;G40Y;froid;mat;clair;0
S1030-R50B;Bleu rosé ¨;10;30;R50B;froid;mat;clair;0
S1030-R60B;Bleu rosé;10;30;R60B;froid;mat;clair;0
S1030-R70B;Violet;10;30;R70B;froid;mat;clair;0
S1030-R80B;Bleu clair;10;30;R80B;froid;mat;clair;0
S1030-R90B;Bleu clair;10;30;R90B;froid;mat;clair;0
S1040-B;Bleu clair;10;40;B;froid;mat;clair;0
S1040-B10G;Bleu clair;10;40;B10G;froid;mat;clair;0
S1040-B20G;Bleu clair;10;40;B20G;froid;mat;clair;0
S1040-B30G;Bleu clair;10;40;B30G;froid;mat;clair;0
S1040-B40G;Bleu clair;10;40;B40G;froid;mat;clair;0
S1040-B50G;Vert pastel;10;40;B50G;froid;mat;clair;0
S1040-B60G;Vert clair;10;40;B60G;froid;mat;clair;0
S1040-B70G;Vert clair;10;40;B70G;froid;mat;clair;0
S1040-B80G;Vert clair;10;40;B80G;froid;mat;clair;0
S1040-B90G;Vert clair;10;40;B90G;froid;mat;clair;0
S1040-G;Vert clair;10;40;G;froid;mat;clair;0
S1040-G10Y;Vert clair;10;40;G10Y;froid;mat;clair;0
S1040-G20Y;Vert clair;10;40;G20Y;froid;mat;clair;0
S1040-G30Y;Vert clair;10;40;G30Y;froid;mat;clair;0
S1040-G40Y;Vert clair;10;40;G40Y;froid;mat;clair;0
S1040-R50B;Lilas;10;40;R50B;froid;mat;clair;0
S1040-R60B;Lilas pastel;10;40;R60B;froid;mat;clair;0
S1040-R70B;Violet;10;40;R70B;froid;mat;clair;0
S1040-R80B;Bleu clair;10;40;R80B;froid;mat;clair;0
S1040-R90B;Bleu clair;10;40;R90B;froid;mat;clair;0
S1502-B;Gris clair;15;2;B;froid;mat;clair;0
S1502-B50G;Gris clair;15;2;B50G;froid;mat;clair;0
S1502-G;Gris clair;15;2;G;froid;mat;clair;0
S1502-R50B;Gris clair;15;2;R50B;froid;mat;clair;0
S1510-B;Bleu gris;15;10;B;froid;mat;clair;0
S1510-B20G;Bleu gris clair;15;10;B20G;froid;mat;clair;0
S1510-B50G;Gris turquoise pastel;15;10;B50G;froid;mat;clair;0
S1510-B80G;Gris vert clair;15;10;B80G;froid;mat;clair;0
S1510-G;Gris vert clair;15;10;G;froid;mat;clair;0
S1510-G20Y;Vert tilleul;15;10;G20Y;froid;mat;clair;0
S1510-G40Y;Gris vert;15;10;G40Y;froid;mat;clair;0
S1510-R60B;Gris lilas;15;10;R60B;froid;mat;clair;0
S1510-R80B;Gris bleu;15;10;R80B;froid;mat;clair;0
S1510-R90B;Gris bleu;15;10;R90B;froid;mat;clair;0
S1515-B;Bleu gris clair;15;15;B;froid;mat;clair;0
S1515-B20G;Bleu vert clair;15;15;B20G;froid;mat;clair;0
S1515-B50G;Bleu vert clair;15;15;B50G;froid;mat;clair;0
S1515-B80G;Vert bleu clair;15;15;B80G;froid;mat;clair;0
S1515-G;Gris vert clair;15;15;G;froid;mat;clair;0
S1515-G20Y;Vert tilleul;15;15;G20Y;froid;mat;clair;0
S1515-G40Y;Vert tilleul;15;15;G40Y;froid;mat;clair;0
S1515-R60B;Lilas clair;15;15;R60B;froid;mat;clair;0
S1515-R80B;Bleu clair;15;15;R80B;froid;mat;clair;0
S1515-R90B;Bleu clair;15;15;R90B;froid;mat;clair;0
S2002-B;Gris clair;20;2;B;froid;mat;clair;0
S2002-B50G;Gris clair;20;2;B50G;froid;mat;clair;0
S2002-G;Gris clair;20;2;G;froid;mat;clair;0
S2002-R50B;Gris clair;20;2;R50B;froid;mat;clair;0
S2005-B;Gris clair;20;5;B;froid;mat;clair;0
S2005-B20G;Gris clair;20;5;B20G;froid;mat;clair;0
S2005-B50G;Gris clair;20;5;B50G;froid;mat;clair;0
S2005-B80G;Gris clair;20;5;B80G;froid;mat;clair;0
S2005-G;Vert;20;5;G;froid;mat;clair;0
S2005-G10Y;Gris vert;20;5;G10Y;froid;mat;clair;0
S2005-G20Y;Gris perle;20;5;G20Y;froid;mat;clair;0
S2005-G30Y;Gris vert;20;5;G30Y;froid;mat;clair;0
S2005-G40Y;Gris vert;20;5;G40Y;froid;mat;clair;0
S2005-R50B;Gris;20;5;R50B;froid;mat;clair;0
S2005-R60B;Gris;20;5;R60B;froid;mat;clair;0
S2005-R70B;Gris;20;5;R70B;froid;mat;clair;0
S2005-R80B;Gris clair;20;5;R80B;froid;mat;clair;0
S2005-R90B;Gris clair;20;5;R90B;froid;mat;clair;0
S2010-B;Bleu gris;20;10;B;froid;mat;clair;0
S2010-B10G;Bleu gris;20;10;B10G;froid;mat;clair;0
S2010-B30G;Bleu gris;20;10;B30G;froid;mat;clair;0
S2010-B50G;Bleu gris;20;10;B50G;froid;mat;clair;0
S2010-B70G;Gris clair;20;10;B70G;froid;mat;clair;0
S2010-B90G;Gris clair;20;10;B90G;froid;mat;clair;0
S2010-G;Vert pâle;20;10;G;froid;mat;clair;0
S2010-G10Y;Vert pâle;20;10;G10Y;froid;mat;clair;0
S2010-G20Y;Vert pâle;20;10;G20Y;froid;mat;clair;0
S2010-G30Y;Vert pastel;20;10;G30Y;froid;mat;clair;0
S2010-G40Y;Vert jaune;20;10;G40Y;froid;mat;clair;0
S2010-R50B;Lilas pâle;20;10;R50B;froid;mat;clair;0
S2010-R60B;Bleu gris;20;10;R60B;froid;mat;clair;0
S2010-R70B;Bleu gris;20;10;R70B;froid;mat;clair;0
S2010-R80B;Gris bleu;20;10;R80B;froid;mat;clair;0
S2010-R90B;Bleu clair;20;10;R90B;froid;mat;clair;0
S2020-B;Bleu clair;20;20;B;froid;mat;clair;0
S2020-B10G;Bleu;20;20;B10G;froid;mat;clair;0
S2020-B30G;Bleu;20;20;B30G;froid;mat;clair;0
S2020-B40G;Gris turquoise;20;20;B40G;froid;mat;clair;0
S2020-B50G;Bleu clair;20;20;B50G;froid;mat;clair;0
S2020-B60G;Vert bleu;20;20;B60G;froid;mat;clair;0
S2020-B70G;Vert pastel;20;20;B70G;froid;mat;clair;0
S2020-B90G;Vert clair;20;20;B90G;froid;mat;clair;0
S2020-G;Vert clair;20;20;G;froid;mat;clair;0
S2020-G10Y;Vert clair;20;20;G10Y;froid;mat;clair;0
S2020-G20Y;Vert clair;20;20;G20Y;froid;mat;clair;0
S2020-G30Y;Vert clair;20;20;G30Y;froid;mat;clair;0
S2020-G40Y;Vert clair;20;20;G40Y;froid;mat;clair;0
S2020-R50B;Lilas;20;20;R50B;froid;mat;clair;0
S2020-R60B;Bleu clair;20;20;R60B;froid;mat;clair;0
S2020-R70B;Bleu clair;20;20;R70B;froid;mat;clair;0
S2020-R80B;Bleu violet;20;20;R80B;froid;mat;clair;0
S2020-R90B;Bleu clair;20;20;R90B;froid;mat;clair;0
S2030-B;Bleu;20;30;B;froid;mat;clair;0
S2030-B10G;Bleu;20;30;B10G;froid;mat;clair;0
S2030-B30G;Bleu;20;30;B30G;froid;mat;clair;0
S2030-B40G;Turquoise foncé;20;30;B40G;froid;mat;clair;0
S2030-B50G;Bleu clair;20;30;B50G;froid;mat;clair;0
S2030-B60G;Bleu vert;20;30;B60G;froid;mat;clair;0
S2030-B70G;Vert pastel;20;30;B70G;froid;mat;clair;0
S2030-B90G;Vert;20;30;B90G;froid;mat;clair;0
S2030-G;Vert;20;30;G;froid;mat;clair;0
S2030-G10Y;Vert;20;30;G10Y;froid;mat;clair;0
S2030-G20Y;Vert;20;30;G20Y;froid;mat;clair;0
S2030-G30Y;Vert;20;30;G30Y;froid;mat;clair;0
S2030-G40Y;Vert;20;30;G40Y;froid;mat;clair;0
S2030-R50B;Bleu rosé;20;30;R50B;froid;mat;clair;0
S2030-R60B;Bleu violet;20;30;R60B;froid;mat;clair;0
S2030-R70B;Bleu clair;20;30;R70B;froid;mat;clair;0
S2030-R80B;Bleu;20;30;R80B;froid;mat;clair;0
S2030-R90B;Bleu clair;20;30;R90B;froid;mat;clair;0
S2040-B;Bleu;20;40;B;froid;mat;clair;0
S2040-B10G;Bleu;20;40;B10G;froid;mat;clair;0
S2040-B20G;Bleu;20;40;B20G;froid;mat;clair;0
S2040-B30G;Bleu vert;20;40;B30G;froid;mat;clair;0
S2040-B40G;Bleu clair;20;40;B40G;froid;mat;clair;0
S2040-B50G;Bleu vert clair;20;40;B50G;froid;mat;clair;0
S2040-B60G;Vert Clair;20;40;B60G;froid;mat;clair;0
S2040-B70G;Vert clair;20;40;B70G;froid;mat;clair;0
S2040-B80G;Vert clair;20;40;B80G;froid;mat;clair;0
S2040-B90G;Vert clair;20;40;B90G;froid;mat;clair;0
S2040-G;Vert;20;40;G;froid;mat;clair;0
S2040-G10Y;Vert;20;40;G10Y;froid;mat;clair;0
S2040-G20Y;Vert;20;40;G20Y;froid;mat;clair;0
S2040-G30Y;Vert;20;40;G30Y;froid;mat;clair;0
S2040-G40Y;Vert;20;40;G40Y;froid;mat;clair;0
S2040-R50B;Lilas;20;40;R50B;froid;mat;clair;0
S2040-R60B;Bleu clair;20;40;R60B;froid;mat;clair;0
S2040-R70B;Bleu clair;20;40;R70B;froid;mat;clair;0
S2040-R80B;Bleu clair;20;40;R80B;froid;mat;clair;0
S2040-R90B;Bleu clair;20;40;R90B;froid;mat;clair;0
S2502-B;Gris Agathe- Gris bleu;25;2;B;froid;mat;clair;0
S2502-G;Gris;25;2;G;froid;mat;clair;0
S3050-B;Bleu;30;50;B;froid;lumineux;foncé;0
S3050-B10G;Bleu;30;50;B10G;froid;lumineux;foncé;0
S3050-B20G;Bleu;30;50;B20G;froid;lumineux;foncé;0
S3050-B30G;Vert bleu;30;50;B30G;froid;lumineux;foncé;0
S3050-B40G;Bleu;30;50;B40G;froid;lumineux;foncé;0
S3050-B50G;Vert;30;50;B50G;froid;lumineux;foncé;0
S3050-B60G;Vert;30;50;B60G;froid;lumineux;foncé;0
S3050-B70G;Vert;30;50;B70G;froid;lumineux;foncé;0
S3050-B80G;Vert;30;50;B80G;froid;lumineux;foncé;0
S3050-B90G;Vert clair;30;50;B90G;froid;lumineux;foncé;0
S3050-G;Vert;30;50;G;froid;lumineux;foncé;0
S3050-G10Y;Vert;30;50;G10Y;froid;lumineux;foncé;0
S3050-G20Y;Vert;30;50;G20Y;froid;lumineux;foncé;0
S3050-G30Y;Vert;30;50;G30Y;froid;lumineux;foncé;0
S3050-G40Y;Vert;30;50;G40Y;froid;lumineux;foncé;0
S3050-R50B;Lilas;30;50;R50B;froid;lumineux;foncé;0
S3050-R60B;lilas;30;50;R60B;froid;lumineux;foncé;0
S3050-R70B;Bleu;30;50;R70B;froid;lumineux;foncé;0
S3050-R80B;Bleu;30;50;R80B;froid;lumineux;foncé;0
S3050-R90B;Bleu;30;50;R90B;froid;lumineux;foncé;0
S3055-B50G;Vert;30;55;B50G;froid;lumineux;foncé;0
S3055-R50B;Violet;30;55;R50B;froid;lumineux;foncé;0
